,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,GDP,Unemployment_Rate,Federal_Funds_Rate,GOOGL_sentiment
76,2020-01-14,71.82215632954563,71.95333176137954,71.21216317353962,71.35282135009766,26076000.0,0.0,0.0,21902.39,3.6,1.83,
77,2020-01-15,71.4740222009583,71.8610643236841,71.40618937022339,71.78225708007812,21550000.0,0.0,0.0,21902.39,3.6,1.83,
78,2020-01-16,72.09398836482985,72.35584456470662,71.82216234422364,72.32891082763672,26080000.0,0.0,0.0,21902.39,3.6,1.83,
79,2020-01-17,72.94637196762278,73.84464513550061,72.64761223299419,73.79327392578125,52424000.0,0.0,0.0,21902.39,3.6,1.83,
80,2020-01-21,73.7673386499035,74.31000128859627,73.32892532155535,73.929443359375,48930000.0,0.0,0.0,21902.39,3.6,1.83,
81,2020-01-22,74.30252181692502,74.84367757914124,73.94989459718934,74.01023864746094,28458000.0,0.0,0.0,21902.39,3.6,1.83,
82,2020-01-23,74.19378433907139,74.49055010023088,73.83317367945656,74.05113220214844,26650000.0,0.0,0.0,21902.39,3.6,1.83,
83,2020-01-24,74.4566314502152,74.5254612599414,72.9782898193545,73.12742614746094,29786000.0,0.0,0.0,21902.39,3.6,1.83,
84,2020-01-27,71.40020809290513,71.6515845563258,70.79969004196141,71.40968322753906,34132000.0,0.0,0.0,21902.39,3.6,1.83,
85,2020-01-28,71.9089416796252,72.56032863498255,71.3413468773054,72.34586334228516,29724000.0,0.0,0.0,21902.39,3.6,1.83,
86,2020-01-29,72.7428704072693,73.02617310370904,72.09098880986039,72.65509033203125,21566000.0,0.0,0.0,21902.39,3.6,1.83,
87,2020-01-30,71.72738977548741,72.58276988034622,71.57277385105807,72.53289794921875,27110000.0,0.0,0.0,21902.39,3.6,1.83,
88,2020-01-31,73.21171681443761,73.30199315739402,71.17675470736556,71.46205139160156,43822000.0,0.0,0.0,21902.39,3.6,1.83,
89,2020-02-03,72.90197856265286,74.13143999892196,72.65060211344631,73.94689178466797,71636000.0,0.0,0.0,21902.39,3.6,1.83,
90,2020-02-04,72.54486857647672,73.18577577800625,70.92587639021835,72.09198760986328,95880000.0,0.0,0.0,21902.39,3.6,1.83,
91,2020-02-05,72.99973095004891,73.04811120967692,71.3074264555293,72.1239013671875,36376000.0,0.0,0.0,21902.39,3.6,1.83,
92,2020-02-06,72.41968028384034,73.89503106649502,72.34486857724629,73.61621856689453,37822000.0,0.0,0.0,21902.39,3.6,1.83,
93,2020-02-07,73.18826846479281,74.07906040374212,73.08951397984397,73.77281951904297,28360000.0,0.0,0.0,21902.39,3.6,1.83,
94,2020-02-10,73.67906770704022,75.25765562667415,73.57781694803892,75.2466812133789,38302000.0,0.0,0.0,21902.39,3.6,1.83,
95,2020-02-11,75.47660092423287,76.30505485748574,75.0865678932077,75.31649780273438,34852000.0,0.0,0.0,21902.39,3.6,1.83,
96,2020-02-12,75.60578797149547,75.82723974568425,75.24717887122138,75.74394989013672,31042000.0,0.0,0.0,21902.39,3.6,1.83,
97,2020-02-13,75.31351376612157,76.10904453693222,75.01425172680449,75.48259735107422,22914000.0,0.0,0.0,21902.39,3.6,1.83,
98,2020-02-14,75.53945151326428,75.81477074739443,75.09155546154415,75.74893188476562,23198000.0,0.0,0.0,21902.39,3.6,1.83,
99,2020-02-18,75.52998012984338,76.33897395785239,75.36388749207192,75.78434753417969,25642000.0,0.0,0.0,21902.39,3.6,1.83,
100,2020-02-19,76.1713888747654,76.34795362719221,75.8611600384217,76.05517578125,22746000.0,0.0,0.0,21902.39,3.6,1.83,
101,2020-02-20,75.7628959728882,76.16490040514846,75.02721461949626,75.66214752197266,25962000.0,0.0,0.0,21902.39,3.6,1.83,
102,2020-02-21,75.043175606301,75.36089321271375,73.7419010357386,73.98978424072266,42520000.0,0.0,0.0,21902.39,3.6,1.83,
103,2020-02-24,70.97674836575484,71.64160599512107,70.16576056993416,70.81764221191406,49560000.0,0.0,0.0,21902.39,3.6,1.83,
104,2020-02-25,71.373273803077,71.66504706313924,68.85052112900175,69.14479064941406,51580000.0,0.0,0.0,21902.39,3.6,1.83,
105,2020-02-26,69.57671349513237,70.50890682991886,68.6574885361121,69.35176849365234,49776000.0,0.0,0.0,21902.39,3.6,1.83,
106,2020-02-27,67.78914386767927,68.3008772215572,65.5496863793976,65.58509826660156,62290000.0,0.0,0.0,21902.39,3.6,1.83,
107,2020-02-28,63.558122340820255,66.95670472371614,63.25387538760653,66.79710388183594,80198000.0,0.0,0.0,21902.39,3.6,1.83,
108,2020-03-02,67.40260640992136,69.20214375306655,66.09633924460691,69.14479064941406,55430000.0,0.0,0.0,21902.39,3.6,1.83,
109,2020-03-03,69.71138281018463,70.23558221999937,66.29783077492228,66.72078704833984,56602000.0,0.0,0.0,21902.39,3.6,1.83,
110,2020-03-04,67.78016274986886,68.96822280169793,66.68487529652543,68.90937042236328,47598000.0,0.0,0.0,21902.39,3.6,1.83,
111,2020-03-05,67.11131729251322,67.51432633153978,64.9212446796305,65.57562255859375,54380000.0,0.0,0.0,21902.39,3.6,1.83,
112,2020-03-06,63.34065994376146,64.97660466246106,62.70523232482104,64.6269760131836,64640000.0,0.0,0.0,21902.39,3.6,1.83,
113,2020-03-09,60.099184526128816,62.481784985258194,59.75403849942841,60.639347076416016,69252000.0,0.0,0.0,21902.39,3.6,1.83,
114,2020-03-10,62.564581897877936,63.63492959802569,60.57550386733742,63.60101318359375,54872000.0,0.0,0.0,21902.39,3.6,1.83,
115,2020-03-11,62.25933498217836,62.69126409520295,59.40988825798702,60.39544677734375,54732000.0,0.0,0.0,21902.39,3.6,1.83,
116,2020-03-12,55.99235382976803,59.29068607359389,55.28660093743255,55.44021987915039,94326000.0,0.0,0.0,21902.39,3.6,1.83,
117,2020-03-13,58.60438801085312,60.57002178608341,55.47712938316136,60.56353759765625,79400000.0,0.0,0.0,21902.39,3.6,1.83,
118,2020-03-16,54.34592911931074,57.13202950874712,53.22221246479633,53.51748275756836,96520000.0,0.0,0.0,21902.39,3.6,1.83,
119,2020-03-17,54.39730726903407,56.16093805039007,52.32543780085437,55.76491928100586,83194000.0,0.0,0.0,21902.39,3.6,1.83,
120,2020-03-18,52.86609920809962,55.11303416975539,51.72192912877309,54.42473983764648,93044000.0,0.0,0.0,21902.39,3.6,1.83,
121,2020-03-19,54.27660067966365,57.48814980218496,52.64713638062435,55.44620513916016,74064000.0,0.0,0.0,21902.39,3.6,1.83,
122,2020-03-20,56.405332297040765,56.78339778231101,52.97383045029655,53.2785758972168,82878000.0,0.0,0.0,21902.39,3.6,1.83,
123,2020-03-23,52.68803588549579,53.213734592382245,50.31890226755987,52.57631301879883,83672000.0,0.0,0.0,21902.39,3.6,1.83,
124,2020-03-24,55.06265541672857,56.52652935806657,54.18732047570016,56.360939025878906,72468000.0,0.0,0.0,21902.39,3.6,1.83,
125,2020-03-25,56.09010943928424,57.16694127310663,54.016744676727065,54.9449462890625,90324000.0,0.0,0.0,21902.39,3.6,1.83,
126,2020-03-26,55.59832952185322,58.42932077662591,54.46663319050443,58.00237655639648,76562000.0,0.0,0.0,21902.39,3.6,1.83,
127,2020-03-27,56.234256061109534,57.410344737149046,55.063654591351,55.37588119506836,62794000.0,0.0,0.0,21902.39,3.6,1.83,
128,2020-03-30,56.49211718660144,57.40784896773549,54.788834307519984,57.173927307128906,58736000.0,0.0,0.0,21902.39,3.6,1.83,
129,2020-03-31,57.29462816974933,58.52507895956073,56.69560943971806,57.95399475097656,65228000.0,0.0,0.0,21902.39,3.6,1.83,
130,2020-04-01,56.06118383987322,56.3315143644605,54.53945065603603,54.96888732910156,51970000.0,0.0,0.0,19913.143,14.8,0.05,
131,2020-04-02,54.864148519623065,55.999836607074656,54.52149873951623,55.71354675292969,56410000.0,0.0,0.0,19913.143,14.8,0.05,
132,2020-04-03,55.59782946798074,55.80132414189116,53.62122520022671,54.50004577636719,51374000.0,0.0,0.0,19913.143,14.8,0.05,
133,2020-04-06,56.51007427150336,59.39043901305354,56.11106076175428,59.01337432861328,63320000.0,0.0,0.0,19913.143,14.8,0.05,
134,2020-04-07,60.70019402792379,60.88823167957964,58.71710553537636,58.98194885253906,61620000.0,0.0,0.0,19913.143,14.8,0.05,
135,2020-04-08,60.00641351134213,60.59495633980826,59.05127811824425,60.200931549072266,40334000.0,0.0,0.0,19913.143,14.8,0.05,
136,2020-04-09,60.75854916672533,60.94857696908407,59.4737286443975,60.179481506347656,54028000.0,0.0,0.0,19913.143,14.8,0.05,
137,2020-04-13,59.92661461143058,60.57600760583221,58.97048221211073,60.37101364135742,38702000.0,0.0,0.0,19913.143,14.8,0.05,
138,2020-04-14,61.84536284014854,63.62994161742597,61.275271781783815,63.10524368286133,63358000.0,0.0,0.0,19913.143,14.8,0.05,
139,2020-04-15,62.17155202805444,63.59802012982421,61.547597331935584,62.709720611572266,42236000.0,0.0,0.0,19913.143,14.8,0.05,
140,2020-04-16,63.20050290332316,63.51073553683466,61.75707847940409,62.71620178222656,57896000.0,0.0,0.0,19913.143,14.8,0.05,
141,2020-04-17,63.92670282625285,64.3406786486535,63.14364200576317,63.79203796386719,51050000.0,0.0,0.0,19913.143,14.8,0.05,
142,2020-04-20,63.33766187105061,63.68330637947936,62.66682239993414,62.90174102783203,35292000.0,0.0,0.0,19913.143,14.8,0.05,
143,2020-04-21,61.98202099003296,62.34561878179439,60.10117650564979,60.45829391479492,49648000.0,0.0,0.0,19913.143,14.8,0.05,
144,2020-04-22,61.90221825406122,63.835929464551526,61.70720173224272,62.76508331298828,46296000.0,0.0,0.0,19913.143,14.8,0.05,
145,2020-04-23,63.130675505596265,64.24841025928619,62.87082090682807,63.40150451660156,34202000.0,0.0,0.0,19913.143,14.8,0.05,
146,2020-04-24,62.59500618909662,63.72770333734916,62.04636546164159,63.672340393066406,37402000.0,0.0,0.0,19913.143,14.8,0.05,
147,2020-04-27,64.44043577020476,64.54517976769642,63.09676275319218,63.38604736328125,44186000.0,0.0,0.0,19913.143,14.8,0.05,
148,2020-04-28,64.00152382996112,64.07932647624234,61.367044641789406,61.477272033691406,80700000.0,0.0,0.0,19913.143,14.8,0.05,
149,2020-04-29,67.08388786817265,67.83951648657805,66.17264634615918,66.9432373046875,108358000.0,0.0,0.0,19913.143,14.8,0.05,
150,2020-04-30,66.40357451664836,67.33327163874094,65.91178841548104,67.1686782836914,55842000.0,0.0,0.0,19913.143,14.8,0.05,
151,2020-05-01,66.04096531501001,67.40459304628392,65.32125091525162,65.70330047607422,48872000.0,0.0,0.0,19913.143,14.8,0.05,
152,2020-05-04,65.24494242811353,66.05992571158548,64.64043649637476,65.98161315917969,30806000.0,0.0,0.0,19913.143,14.8,0.05,
153,2020-05-05,66.70981205103034,68.38117236315829,66.58662009173679,67.28438568115234,39666000.0,0.0,0.0,19913.143,14.8,0.05,
154,2020-05-06,67.73228084222762,68.26546068854138,67.09036908143895,67.10533142089844,31732000.0,0.0,0.0,19913.143,14.8,0.05,
155,2020-05-07,67.89736952550244,68.6300599225709,67.45995321385215,68.29488372802734,30652000.0,0.0,0.0,19913.143,14.8,0.05,
156,2020-05-08,68.92033992106626,69.65950687864766,68.43105011762049,69.04602813720703,33326000.0,0.0,0.0,19913.143,14.8,0.05,
157,2020-05-11,68.66946282364898,70.60167478874601,68.60512323835113,70.00614929199219,32718000.0,0.0,0.0,19913.143,14.8,0.05,
158,2020-05-12,70.23708464283344,70.54182626871632,68.55574681072476,68.58916473388672,33918000.0,0.0,0.0,19913.143,14.8,0.05,
159,2020-05-13,68.6380424726548,69.09541368875192,66.23648779493807,67.2499771118164,40368000.0,0.0,0.0,19913.143,14.8,0.05,
160,2020-05-14,66.51131296716346,67.70086475577979,66.001573552706,67.67543029785156,36660000.0,0.0,0.0,19913.143,14.8,0.05,
161,2020-05-15,67.24648635855223,68.55923000725794,66.78462495320119,68.4834213256836,41544000.0,0.0,0.0,19913.143,14.8,0.05,
162,2020-05-18,67.9108431387153,69.4659904272773,67.54275130321194,69.08792877197266,47094000.0,0.0,0.0,19913.143,14.8,0.05,
163,2020-05-19,69.10289492059871,69.45252358236462,68.51834380494971,68.55026245117188,31586000.0,0.0,0.0,19913.143,14.8,0.05,
164,2020-05-20,69.28643610501913,70.42711289220424,69.19965300773349,70.28396606445312,38262000.0,0.0,0.0,19913.143,14.8,0.05,
165,2020-05-21,70.37523929555637,70.64806227788536,69.54728760375845,70.16376495361328,30894000.0,0.0,0.0,19913.143,14.8,0.05,
166,2020-05-22,70.02161554982249,70.67499645884627,69.6250983022214,70.48746490478516,28544000.0,0.0,0.0,19913.143,14.8,0.05,
167,2020-05-26,71.9199196213879,72.07703181868,70.79470739229289,70.89295959472656,44590000.0,0.0,0.0,19913.143,14.8,0.05,
168,2020-05-27,70.82462717073916,71.09146826161152,69.55776746998889,70.83859252929688,31684000.0,0.0,0.0,19913.143,14.8,0.05,
169,2020-05-28,69.82709704518054,72.04460571515314,69.78121304161375,70.73684692382812,35170000.0,0.0,0.0,19913.143,14.8,0.05,
170,2020-05-29,70.84606859946395,71.65905789383712,70.62412215679372,71.49895477294922,37044000.0,0.0,0.0,19913.143,14.8,0.05,
171,2020-06-01,71.10892062964813,71.90095807001268,70.93833778535594,71.5662841796875,25162000.0,0.0,0.0,19913.143,14.8,0.05,
172,2020-06-02,71.57277171442406,71.97178520427984,70.90492318068674,71.93737030029297,23442000.0,0.0,0.0,19913.143,14.8,0.05,
173,2020-06-03,71.95681877284548,72.27153780063139,71.40418637655871,71.78474426269531,27732000.0,0.0,0.0,19913.143,14.8,0.05,
174,2020-06-04,71.66155322651129,71.88799752480286,70.12685542024359,70.54032897949219,26982000.0,0.0,0.0,19913.143,14.8,0.05,
175,2020-06-05,70.60716740680584,72.13638567308718,70.20715689551484,71.82315826416016,42642000.0,0.0,0.0,19913.143,14.8,0.05,
176,2020-06-08,71.13784982283525,72.27103775452638,71.04806817491648,72.22315979003906,33878000.0,0.0,0.0,19913.143,14.8,0.05,
177,2020-06-09,72.08350924001792,73.20872136347506,71.93986011942695,72.4246597290039,33624000.0,0.0,0.0,19913.143,14.8,0.05,
178,2020-06-10,72.8949939018977,73.4565991348281,72.53837880284152,73.0541000366211,31762000.0,0.0,0.0,19913.143,14.8,0.05,
179,2020-06-11,71.8735320373342,72.40073005791442,69.74779887068182,69.92186737060547,47144000.0,0.0,0.0,19913.143,14.8,0.05,
180,2020-06-12,71.11690164130741,71.54833608233615,69.11885080526584,70.47150421142578,36676000.0,0.0,0.0,19913.143,14.8,0.05,
181,2020-06-15,69.30289364868801,71.07400543037336,69.18867452674844,70.86153411865234,30468000.0,0.0,0.0,19913.143,14.8,0.05,
182,2020-06-16,72.27104222611159,72.67853388262988,71.27301758496635,72.14485931396484,30648000.0,0.0,0.0,19913.143,14.8,0.05,
183,2020-06-17,72.46756380931306,72.92941763409546,71.57926043738874,72.4476089477539,30610000.0,0.0,0.0,19913.143,14.8,0.05,
184,2020-06-18,72.31344123034656,72.46905413910596,71.13585327195402,71.52888488769531,34862000.0,0.0,0.0,19913.143,14.8,0.05,
185,2020-06-19,71.82215388365752,72.0465965924341,70.77474442863448,71.0560531616211,52784000.0,0.0,0.0,19913.143,14.8,0.05,
186,2020-06-22,71.07451030821669,72.36830371406751,70.78422873124045,72.35383605957031,29442000.0,0.0,0.0,19913.143,14.8,0.05,
187,2020-06-23,72.42067660902546,73.57781506418472,72.07154263050326,73.01819610595703,37752000.0,0.0,0.0,19913.143,14.8,0.05,
188,2020-06-24,72.98328386596887,73.6072347802106,71.32339254194889,71.45806121826172,31592000.0,0.0,0.0,19913.143,14.8,0.05,
189,2020-06-25,71.38423870006335,71.93786813395931,70.80168156696831,71.87702178955078,23958000.0,0.0,0.0,19913.143,14.8,0.05,
190,2020-06-26,71.45457018777438,71.6735257083988,67.5826572628249,67.95872497558594,97640000.0,0.0,0.0,19913.143,14.8,0.05,
191,2020-06-29,67.84899287121704,69.72734499302175,67.41556446427522,69.68594360351562,45074000.0,0.0,0.0,19913.143,14.8,0.05,
192,2020-06-30,69.67148355366497,71.0241293552253,69.17520722864965,70.72736358642578,40286000.0,0.0,0.0,19913.143,14.8,0.05,
193,2020-07-01,70.78323786160591,72.24511798876277,70.53435004157524,71.92191314697266,42182000.0,0.0,0.0,21647.64,10.2,0.09,
194,2020-07-02,72.41269559169434,74.24216511931081,72.37428514888204,73.31495666503906,57218000.0,0.0,0.0,21647.64,10.2,0.09,
195,2020-07-06,74.22371031535128,75.31351055839242,73.66658765136917,74.79728698730469,44712000.0,0.0,0.0,21647.64,10.2,0.09,
196,2020-07-07,74.62172295713579,75.87811045245999,74.3010144187891,74.3119888305664,42364000.0,0.0,0.0,21647.64,10.2,0.09,
197,2020-07-08,74.85465487537051,75.37187547802813,74.43070156550685,74.99430847167969,31766000.0,0.0,0.0,21647.64,10.2,0.09,
198,2020-07-09,75.3100228521766,76.26815304913171,74.59479858076433,75.74544525146484,41836000.0,0.0,0.0,21647.64,10.2,0.09,
199,2020-07-10,75.47560878954212,76.8766424746041,74.85066089919144,76.76042938232422,35918000.0,0.0,0.0,21647.64,10.2,0.09,
200,2020-07-13,77.3055845306426,78.62332081638783,75.14194322587124,75.42474365234375,42954000.0,0.0,0.0,21647.64,10.2,0.09,
